distance,U_0,U_1,U_2
1.3033,13.5,0,0
1.30531,13.5,0,0
1.30731,13.5,0,0
1.30931,13.5,0,0
1.31131,13.5,0,0
1.31331,13.5,0,0
1.31532,13.5,0,0
1.31732,13.5,0,0
1.31932,13.5,0,0
1.32132,13.5,0,0
1.32332,13.5,0,0
1.32533,13.5,0,0
1.32733,13.5,0,0
1.32933,13.5,0,0
1.33133,13.5,0,0
1.33333,13.5,0,0
1.33534,13.5,0,0
1.33734,13.5,0,0
1.33934,13.5,0,0
1.34134,13.5,0,0
1.34334,13.5,0,0
1.34535,13.5,0,0
1.34735,13.5,0,0
1.34935,13.5,0,0
1.35135,13.5,0,0
1.35335,13.5,0,0
1.35536,13.5,0,0
1.35736,13.5,0,0
1.35936,13.5,0,0
1.36136,13.5,0,0
1.36336,13.5,0,0
1.36537,13.5,0,0
1.36737,13.5,0,0
1.36937,13.5,0,0
1.37137,13.5,0,0
1.37337,13.5,0,0
1.37538,13.5,0,0
1.37738,13.5,0,0
1.37938,13.5,0,0
1.38138,13.5,0,0
1.38338,13.5,0,0
1.38539,13.5,0,0
1.38739,13.5,0,0
1.38939,13.5,0,0
1.39139,13.5,0,0
1.39339,13.5,0,0
1.3954,13.5,0,0
1.3974,13.5,0,0
1.3994,13.5,0,0
1.4014,13.5,0,0
1.4034,13.5,0,0
1.40541,13.5,0,0
1.40741,13.5,0,0
1.40941,13.5,0,0
1.41141,13.5,0,0
1.41341,13.5,0,0
1.41542,13.5,0,0
1.41742,13.5,0,0
1.41942,13.5,0,0
1.42142,13.5,0,0
1.42342,13.5,0,0
1.42543,13.5,0,0
1.42743,13.5,0,0
1.42943,13.5,0,0
1.43143,13.5,0,0
1.43343,13.5,0,0
1.43544,13.5,0,0
1.43744,13.5,0,0
1.43944,13.5,0,0
1.44144,13.5,0,0
1.44344,13.5,0,0
1.44545,13.5,0,0
1.44745,13.5,0,0
1.44945,13.5,0,0
1.45145,13.5,0,0
1.45345,13.5,0,0
1.45546,13.5,0,0
1.45746,13.5,0,0
1.45946,13.5,0,0
1.46146,13.5,0,0
1.46346,13.5,0,0
1.46547,13.5,0,0
1.46747,13.5,0,0
1.46947,13.5,0,0
1.47147,13.5,0,0
1.47347,13.5,0,0
1.47548,13.5,0,0
1.47748,13.5,0,0
1.47948,13.5,0,0
1.48148,13.5,0,0
1.48348,13.5,0,0
1.48549,13.5,0,0
1.48749,13.5,0,0
1.48949,13.5,0,0
1.49149,13.5,0,0
1.49349,13.5,0,0
1.4955,13.5,0,0
1.4975,13.5,0,0
1.4995,13.5,0,0
1.5015,13.5,0,0
1.5035,13.5,0,0
1.50551,13.5,0,0
1.50751,13.5,0,0
1.50951,13.5,0,0
1.51151,13.5,0,0
1.51351,13.5,0,0
1.51552,13.5,0,0
1.51752,13.5,0,0
1.51952,13.5,0,0
1.52152,13.5,0,0
1.52352,13.5,0,0
1.52553,13.5,0,0
1.52753,13.5,0,0
1.52953,13.5,0,0
1.53153,13.5,0,0
1.53353,13.5,0,0
1.53554,13.5,0,0
1.53754,13.5,0,0
1.53954,13.5,0,0
1.54154,13.5,0,0
1.54354,13.5,0,0
1.54555,13.5,0,0
1.54755,13.5,0,0
1.54955,13.5,0,0
1.55155,13.5,0,0
1.55355,13.5,0,0
1.55556,13.5,0,0
1.55756,13.5,0,0
1.55956,13.5,0,0
1.56156,13.5,0,0
1.56356,13.5,0,0
1.56557,13.5,0,0
1.56757,13.5,0,0
1.56957,13.5,0,0
1.57157,13.5,0,0
1.57357,13.5,0,0
1.57558,13.5,0,0
1.57758,13.5,0,0
1.57958,13.5,0,0
1.58158,13.5,0,0
1.58358,13.5,0,0
1.58559,13.5,0,0
1.58759,13.5,0,0
1.58959,13.5,0,0
1.59159,13.5,0,0
1.59359,13.5,0,0
1.5956,13.5,0,0
1.5976,13.5,0,0
1.5996,13.5,0,0
1.6016,13.5,0,0
1.6036,13.5,0,0
1.60561,13.5,0,0
1.60761,13.5,0,0
1.60961,13.5,0,0
1.61161,13.5,0,0
1.61361,13.5,0,0
1.61562,13.5,0,0
1.61762,13.5,0,0
1.61962,13.5,0,0
1.62162,13.5,0,0
1.62362,13.5,0,0
1.62563,13.5,0,0
1.62763,13.5,0,0
1.62963,13.5,0,0
1.63163,13.5,0,0
1.63363,13.5,0,0
1.63564,13.5,0,0
1.63764,13.5,0,0
1.63964,13.5,0,0
1.64164,13.5,0,0
1.64364,13.5,0,0
1.64565,13.5,0,0
1.64765,13.5,0,0
1.64965,13.5,0,0
1.65165,13.5,0,0
1.65365,13.5,0,0
1.65566,13.5,0,0
1.65766,13.5,0,0
1.65966,13.5,0,0
1.66166,13.5,0,0
1.66366,13.5,0,0
1.66567,13.5,0,0
1.66767,13.5,0,0
1.66967,13.5,0,0
1.67167,13.5,0,0
1.67367,13.5,0,0
1.67568,13.5,0,0
1.67768,13.5,0,0
1.67968,13.5,0,0
1.68168,13.5,0,0
1.68368,13.5,0,0
1.68569,13.5,0,0
1.68769,13.5,0,0
1.68969,13.5,0,0
1.69169,13.5,0,0
1.69369,13.5,0,0
1.6957,13.5,0,0
1.6977,13.5,0,0
1.6997,13.5,0,0
1.7017,13.5,0,0
1.7037,13.5,0,0
1.70571,13.5,0,0
1.70771,13.5,0,0
1.70971,13.5,0,0
1.71171,13.5,0,0
1.71371,13.5,0,0
1.71572,13.5,0,0
1.71772,13.5,0,0
1.71972,13.5,0,0
1.72172,13.5,0,0
1.72372,13.5,0,0
1.72573,13.5,0,0
1.72773,13.5,0,0
1.72973,13.5,0,0
1.73173,13.5,0,0
1.73373,13.5,0,0
1.73574,13.5,0,0
1.73774,13.5,0,0
1.73974,13.5,0,0
1.74174,13.5,0,0
1.74374,13.5,0,0
1.74575,13.5,0,0
1.74775,13.5,0,0
1.74975,13.5,0,0
1.75175,13.5,0,0
1.75375,13.5,0,0
1.75576,13.5,0,0
1.75776,13.5,0,0
1.75976,13.5,0,0
1.76176,13.5,0,0
1.76376,13.5,0,0
1.76577,13.5,0,0
1.76777,13.5,0,0
1.76977,13.5,0,0
1.77177,13.5,0,0
1.77377,13.5,0,0
1.77578,13.5,0,0
1.77778,13.5,0,0
1.77978,13.5,0,0
1.78178,13.5,0,0
1.78378,13.5,0,0
1.78579,13.5,0,0
1.78779,13.5,0,0
1.78979,13.5,0,0
1.79179,13.5,0,0
1.79379,13.5,0,0
1.7958,13.5,0,0
1.7978,13.5,0,0
1.7998,13.5,0,0
1.8018,13.5,0,0
1.8038,13.5,0,0
1.80581,13.5,0,0
1.80781,13.5,0,0
1.80981,13.5,0,0
1.81181,13.5,0,0
1.81381,13.5,0,0
1.81582,13.5,0,0
1.81782,13.5,0,0
1.81982,13.5,0,0
1.82182,13.5,0,0
1.82382,13.5,0,0
1.82583,13.5,0,0
1.82783,13.5,0,0
1.82983,13.5,0,0
1.83183,13.5,0,0
1.83383,13.5,0,0
1.83584,13.5,0,0
1.83784,13.5,0,0
1.83984,13.5,0,0
1.84184,13.5,0,0
1.84384,13.5,0,0
1.84585,13.5,0,0
1.84785,13.5,0,0
1.84985,13.5,0,0
1.85185,13.5,0,0
1.85385,13.5,0,0
1.85586,13.5,0,0
1.85786,13.5,0,0
1.85986,13.5,0,0
1.86186,13.5,0,0
1.86386,13.5,0,0
1.86587,13.5,0,0
1.86787,13.5,0,0
1.86987,13.5,0,0
1.87187,13.5,0,0
1.87387,13.5,0,0
1.87588,13.5,0,0
1.87788,13.5,0,0
1.87988,13.5,0,0
1.88188,13.5,0,0
1.88388,13.5,0,0
1.88589,13.5,0,0
1.88789,13.5,0,0
1.88989,13.5,0,0
1.89189,13.5,0,0
1.89389,13.5,0,0
1.8959,13.5,0,0
1.8979,13.5,0,0
1.8999,13.5,0,0
1.9019,13.5,0,0
1.9039,13.5,0,0
1.90591,13.5,0,0
1.90791,13.5,0,0
1.90991,13.5,0,0
1.91191,13.5,0,0
1.91391,13.5,0,0
1.91592,13.5,0,0
1.91792,13.5,0,0
1.91992,13.5,0,0
1.92192,13.5,0,0
1.92392,13.5,0,0
1.92593,13.5,0,0
1.92793,13.5,0,0
1.92993,13.5,0,0
1.93193,13.5,0,0
1.93393,13.5,0,0
1.93594,13.5,0,0
1.93794,13.5,0,0
1.93994,13.5,0,0
1.94194,13.5,0,0
1.94394,13.5,0,0
1.94595,13.5,0,0
1.94795,13.5,0,0
1.94995,13.5,0,0
1.95195,13.5,0,0
1.95395,13.5,0,0
1.95596,13.5,0,0
1.95796,13.5,0,0
1.95996,13.5,0,0
1.96196,13.5,0,0
1.96396,13.5,0,0
1.96597,13.5,0,0
1.96797,13.5,0,0
1.96997,13.5,0,0
1.97197,13.5,0,0
1.97397,13.5,0,0
1.97598,13.5,0,0
1.97798,13.5,0,0
1.97998,13.5,0,0
1.98198,13.5,0,0
1.98398,13.5,0,0
1.98599,13.5,0,0
1.98799,13.5,0,0
1.98999,13.5,0,0
1.99199,13.5,0,0
1.99399,13.5,0,0
1.996,13.5,0,0
1.998,10.7982,0,0
2,0,0,0
