 104   0.110302e+03   0.950699e+00   0.685248e+00
 105   0.112204e+03   0.946222e+00   0.680630e+00
 106   0.114115e+03   0.941680e+00   0.675985e+00
 107   0.116034e+03   0.937075e+00   0.671315e+00
 108   0.117960e+03   0.932408e+00   0.666620e+00
 109   0.119896e+03   0.927674e+00   0.661903e+00
 110   0.121839e+03   0.922868e+00   0.657167e+00
 111   0.123789e+03   0.917987e+00   0.652417e+00
 112   0.125747e+03   0.913027e+00   0.647656e+00
 113   0.127711e+03   0.907987e+00   0.642886e+00
 114   0.129683e+03   0.902871e+00   0.638103e+00
 115   0.131661e+03   0.897683e+00   0.633309e+00
 116   0.133646e+03   0.892426e+00   0.628504e+00
 117   0.135637e+03   0.887108e+00   0.623690e+00
 118   0.137633e+03   0.881741e+00   0.618865e+00
 119   0.139636e+03   0.876334e+00   0.614029e+00
 120   0.141644e+03   0.870903e+00   0.609179e+00
 121   0.143657e+03   0.865460e+00   0.604314e+00
 122   0.145675e+03   0.860014e+00   0.599434e+00
 123   0.147698e+03   0.854572e+00   0.594541e+00
 124   0.149726e+03   0.849136e+00   0.589636e+00
 125   0.151759e+03   0.843711e+00   0.584718e+00
 126   0.153796e+03   0.838294e+00   0.579786e+00
 127   0.155838e+03   0.832887e+00   0.574840e+00
 128   0.157884e+03   0.827488e+00   0.569880e+00
 129   0.159933e+03   0.822095e+00   0.564912e+00
 130   0.161986e+03   0.816706e+00   0.559936e+00
 131   0.164043e+03   0.811319e+00   0.554954e+00
 132   0.166104e+03   0.805933e+00   0.549966e+00
 133   0.168167e+03   0.800547e+00   0.544973e+00
 134   0.170234e+03   0.795162e+00   0.539972e+00
 135   0.172304e+03   0.789780e+00   0.534965e+00
 136   0.174377e+03   0.784406e+00   0.529948e+00
 137   0.176453e+03   0.779039e+00   0.524923e+00
 138   0.178531e+03   0.773682e+00   0.519891e+00
 139   0.180612e+03   0.768335e+00   0.514855e+00
 140   0.182695e+03   0.762999e+00   0.509815e+00
 141   0.184782e+03   0.757674e+00   0.504772e+00
 142   0.186870e+03   0.752362e+00   0.499726e+00
 143   0.188960e+03   0.747063e+00   0.494675e+00
 144   0.191052e+03   0.741780e+00   0.489622e+00
 145   0.193146e+03   0.736512e+00   0.484567e+00
 146   0.195242e+03   0.731267e+00   0.479510e+00
 147   0.197340e+03   0.726047e+00   0.474451e+00
 148   0.199439e+03   0.720856e+00   0.469393e+00
 149   0.201541e+03   0.715693e+00   0.464338e+00
 150   0.203644e+03   0.710558e+00   0.459286e+00
 151   0.205748e+03   0.705448e+00   0.454239e+00
 152   0.207853e+03   0.700360e+00   0.449199e+00
 153   0.209960e+03   0.695295e+00   0.444161e+00
 154   0.212068e+03   0.690255e+00   0.439125e+00
 155   0.214177e+03   0.685245e+00   0.434087e+00
 156   0.216288e+03   0.680265e+00   0.429045e+00
 157   0.218399e+03   0.675321e+00   0.423998e+00
 158   0.220512e+03   0.670413e+00   0.418948e+00
 159   0.222625e+03   0.665544e+00   0.413895e+00
 160   0.224739e+03   0.660714e+00   0.408839e+00
 161   0.226855e+03   0.655925e+00   0.403777e+00
 162   0.228970e+03   0.651180e+00   0.398708e+00
 163   0.231087e+03   0.646477e+00   0.393629e+00
 164   0.233205e+03   0.641817e+00   0.388541e+00
 165   0.235323e+03   0.637200e+00   0.383445e+00
 166   0.237442e+03   0.632622e+00   0.378344e+00
 167   0.239561e+03   0.628084e+00   0.373239e+00
 168   0.241682e+03   0.623585e+00   0.368131e+00
 169   0.243802e+03   0.619125e+00   0.363020e+00
 170   0.245923e+03   0.614710e+00   0.357904e+00
 171   0.248045e+03   0.610341e+00   0.352785e+00
 172   0.250167e+03   0.606028e+00   0.347664e+00
 173   0.252290e+03   0.601775e+00   0.342539e+00
 174   0.254413e+03   0.597585e+00   0.337411e+00
 175   0.256537e+03   0.593466e+00   0.332278e+00
 176   0.258660e+03   0.589417e+00   0.327139e+00
 177   0.260785e+03   0.585437e+00   0.321995e+00
 178   0.262909e+03   0.581524e+00   0.316848e+00
 179   0.265034e+03   0.577675e+00   0.311699e+00
 180   0.267159e+03   0.573886e+00   0.306547e+00
 181   0.269285e+03   0.570152e+00   0.301395e+00
 182   0.271411e+03   0.566467e+00   0.296240e+00
 183   0.273537e+03   0.562826e+00   0.291083e+00
 184   0.275663e+03   0.559222e+00   0.285924e+00
 185   0.277790e+03   0.555648e+00   0.280765e+00
 186   0.279917e+03   0.552095e+00   0.275605e+00
 187   0.282044e+03   0.548557e+00   0.270448e+00
 188   0.284172e+03   0.545027e+00   0.265293e+00
 189   0.286299e+03   0.541504e+00   0.260142e+00
 190   0.288427e+03   0.537986e+00   0.254995e+00
 191   0.290556e+03   0.534477e+00   0.249852e+00
 192   0.292684e+03   0.530983e+00   0.244712e+00
 193   0.294812e+03   0.527512e+00   0.239577e+00
 194   0.296940e+03   0.524076e+00   0.234445e+00
 195   0.299070e+03   0.520687e+00   0.229317e+00
 196   0.301199e+03   0.517356e+00   0.224193e+00
 197   0.303328e+03   0.514099e+00   0.219073e+00
 198   0.305457e+03   0.510923e+00   0.213958e+00
 199   0.307587e+03   0.507840e+00   0.208847e+00
 200   0.309716e+03   0.504857e+00   0.203741e+00
 201   0.311846e+03   0.501977e+00   0.198639e+00
 202   0.313976e+03   0.499202e+00   0.193541e+00
 203   0.316107e+03   0.496532e+00   0.188448e+00
 204   0.318237e+03   0.493959e+00   0.183359e+00
 205   0.320367e+03   0.491482e+00   0.178273e+00
 206   0.322498e+03   0.489092e+00   0.173191e+00
 207   0.324629e+03   0.486783e+00   0.168110e+00
 208   0.326760e+03   0.484548e+00   0.163032e+00
 209   0.328890e+03   0.482377e+00   0.157956e+00
 210   0.331022e+03   0.480264e+00   0.152883e+00
 211   0.333153e+03   0.478202e+00   0.147814e+00
 212   0.335285e+03   0.476186e+00   0.142747e+00
 213   0.337416e+03   0.474210e+00   0.137683e+00
 214   0.339548e+03   0.472274e+00   0.132619e+00
 215   0.341680e+03   0.470378e+00   0.127555e+00
 216   0.343811e+03   0.468520e+00   0.122491e+00
 217   0.345943e+03   0.466704e+00   0.117424e+00
 218   0.348076e+03   0.464932e+00   0.112357e+00
 219   0.350208e+03   0.463207e+00   0.107288e+00
 220   0.352340e+03   0.461533e+00   0.102217e+00
 221   0.354472e+03   0.459912e+00   0.971419e-01
 222   0.356605e+03   0.458346e+00   0.920636e-01
 223   0.358737e+03   0.456840e+00   0.869811e-01
 224   0.360870e+03   0.455393e+00   0.818941e-01
 225   0.363003e+03   0.454009e+00   0.768027e-01
 226   0.365136e+03   0.452692e+00   0.717064e-01
 227   0.367269e+03   0.451445e+00   0.666049e-01
 228   0.369402e+03   0.450271e+00   0.614975e-01
 229   0.371535e+03   0.449174e+00   0.563842e-01
 230   0.373668e+03   0.448155e+00   0.512656e-01
 231   0.375801e+03   0.447219e+00   0.461424e-01
 232   0.377934e+03   0.446368e+00   0.410162e-01
 233   0.380067e+03   0.445605e+00   0.358881e-01
 234   0.382200e+03   0.444934e+00   0.307596e-01
 235   0.384333e+03   0.444356e+00   0.256315e-01
 236   0.386466e+03   0.443878e+00   0.205043e-01
 237   0.388600e+03   0.443500e+00   0.153778e-01
 238   0.390733e+03   0.443228e+00   0.102517e-01
 239   0.392867e+03   0.443063e+00   0.512585e-02
 240   0.395000e+03   0.443008e+00   0.000000e+00
