0.110599e+00   0.111710e+00
0.335591e+00   0.338835e+00
0.568392e+00   0.573689e+00
0.809442e+00   0.816661e+00
0.105918e+01   0.106811e+01
0.131805e+01   0.132835e+01
0.158649e+01   0.159764e+01
0.186496e+01   0.187617e+01
0.215388e+01   0.216404e+01
0.245371e+01   0.246125e+01
0.276487e+01   0.276767e+01
0.308781e+01   0.308306e+01
0.342295e+01   0.340701e+01
0.377073e+01   0.373896e+01
0.413156e+01   0.407820e+01
0.450587e+01   0.442386e+01
0.489406e+01   0.477492e+01
0.529653e+01   0.513024e+01
0.571369e+01   0.548856e+01
0.614592e+01   0.584853e+01
0.659361e+01   0.620877e+01
0.705712e+01   0.656784e+01
0.753681e+01   0.692433e+01
0.803304e+01   0.727690e+01
0.854614e+01   0.762424e+01
0.907647e+01   0.796517e+01
0.962433e+01   0.829861e+01
0.101900e+02   0.862363e+01
0.107738e+02   0.893944e+01
0.113760e+02   0.924540e+01
0.119969e+02   0.954103e+01
0.126367e+02   0.982598e+01
0.132956e+02   0.101000e+02
0.139741e+02   0.103631e+02
0.146720e+02   0.106153e+02
0.153899e+02   0.108566e+02
0.161278e+02   0.110873e+02
0.168858e+02   0.113076e+02
0.176642e+02   0.115178e+02
0.184630e+02   0.117184e+02
0.192825e+02   0.119096e+02
0.201226e+02   0.120920e+02
0.209837e+02   0.122658e+02
0.218656e+02   0.124315e+02
0.227686e+02   0.125897e+02
0.236926e+02   0.127406e+02
0.246377e+02   0.128845e+02
0.256038e+02   0.130222e+02
0.265912e+02   0.131536e+02
0.275996e+02   0.132794e+02
0.286292e+02   0.133999e+02
0.296798e+02   0.135152e+02
0.307516e+02   0.136259e+02
0.318443e+02   0.137322e+02
0.329580e+02   0.138343e+02
0.340926e+02   0.139325e+02
0.352479e+02   0.140272e+02
0.364239e+02   0.141185e+02
0.376204e+02   0.142068e+02
0.388374e+02   0.142922e+02
0.400747e+02   0.143750e+02
0.413322e+02   0.144553e+02
0.426097e+02   0.145333e+02
0.439069e+02   0.146093e+02
0.452239e+02   0.146833e+02
0.465603e+02   0.147556e+02
0.479160e+02   0.148262e+02
0.492909e+02   0.148952e+02
0.506845e+02   0.149629e+02
0.520969e+02   0.150291e+02
0.535276e+02   0.150940e+02
0.549765e+02   0.151578e+02
0.564434e+02   0.152205e+02
0.579281e+02   0.152821e+02
0.594301e+02   0.153429e+02
0.609494e+02   0.154028e+02
0.624858e+02   0.154619e+02
0.640387e+02   0.155202e+02
0.656081e+02   0.155778e+02
0.671936e+02   0.156348e+02
0.687950e+02   0.156912e+02
0.704121e+02   0.157470e+02
0.720444e+02   0.158022e+02
0.736918e+02   0.158569e+02
0.753538e+02   0.159112e+02
0.770305e+02   0.159650e+02
0.787212e+02   0.160183e+02
0.804260e+02   0.160711e+02
0.821442e+02   0.161236e+02
0.838759e+02   0.161757e+02
0.856202e+02   0.162273e+02
0.873779e+02   0.162786e+02
0.891475e+02   0.163295e+02
0.909298e+02   0.163800e+02
0.927231e+02   0.164300e+02
0.945290e+02   0.164797e+02
0.963452e+02   0.165290e+02
0.981733e+02   0.165779e+02
0.100012e+03   0.166264e+02
0.101861e+03   0.166744e+02
0.103720e+03   0.167220e+02
0.105589e+03   0.167692e+02
0.107468e+03   0.168160e+02
0.109356e+03   0.168624e+02
0.111253e+03   0.169085e+02
0.113160e+03   0.169542e+02
0.115074e+03   0.169996e+02
0.116997e+03   0.170447e+02
0.118928e+03   0.170894e+02
0.120868e+03   0.171339e+02
0.122814e+03   0.171781e+02
0.124768e+03   0.172219e+02
0.126729e+03   0.172655e+02
0.128697e+03   0.173087e+02
0.130672e+03   0.173517e+02
0.132654e+03   0.173943e+02
0.134641e+03   0.174366e+02
0.136635e+03   0.174786e+02
0.138635e+03   0.175203e+02
0.140640e+03   0.175616e+02
0.142650e+03   0.176027e+02
0.144666e+03   0.176435e+02
0.146686e+03   0.176840e+02
0.148713e+03   0.177243e+02
0.150743e+03   0.177643e+02
0.152778e+03   0.178040e+02
0.154817e+03   0.178436e+02
0.156861e+03   0.178829e+02
0.158909e+03   0.179220e+02
0.160959e+03   0.179609e+02
0.163015e+03   0.179996e+02
0.165074e+03   0.180381e+02
0.167136e+03   0.180764e+02
0.169201e+03   0.181144e+02
0.171269e+03   0.181523e+02
0.173340e+03   0.181899e+02
0.175415e+03   0.182273e+02
0.177492e+03   0.182645e+02
0.179572e+03   0.183015e+02
0.181654e+03   0.183384e+02
0.183739e+03   0.183750e+02
0.185825e+03   0.184114e+02
0.187915e+03   0.184476e+02
0.190006e+03   0.184836e+02
0.192100e+03   0.185192e+02
0.194195e+03   0.185548e+02
0.196291e+03   0.185901e+02
0.198390e+03   0.186251e+02
0.200490e+03   0.186599e+02
0.202592e+03   0.186945e+02
0.204695e+03   0.187288e+02
0.206801e+03   0.187629e+02
0.208907e+03   0.187966e+02
0.211014e+03   0.188300e+02
0.213122e+03   0.188631e+02
0.215232e+03   0.188959e+02
0.217343e+03   0.189284e+02
0.219456e+03   0.189606e+02
0.221568e+03   0.189925e+02
0.223682e+03   0.190240e+02
0.225797e+03   0.190552e+02
0.227913e+03   0.190860e+02
0.230029e+03   0.191165e+02
0.232146e+03   0.191467e+02
0.234264e+03   0.191766e+02
0.236382e+03   0.192061e+02
0.238502e+03   0.192353e+02
0.240621e+03   0.192642e+02
0.242742e+03   0.192928e+02
0.244863e+03   0.193209e+02
0.246984e+03   0.193488e+02
0.249106e+03   0.193763e+02
0.251229e+03   0.194034e+02
0.253351e+03   0.194303e+02
0.255475e+03   0.194568e+02
0.257598e+03   0.194829e+02
0.259723e+03   0.195087e+02
0.261847e+03   0.195342e+02
0.263971e+03   0.195594e+02
0.266096e+03   0.195843e+02
0.268222e+03   0.196088e+02
0.270348e+03   0.196331e+02
0.272474e+03   0.196571e+02
0.274600e+03   0.196808e+02
0.276727e+03   0.197043e+02
0.278853e+03   0.197275e+02
0.280981e+03   0.197503e+02
0.283108e+03   0.197729e+02
0.285236e+03   0.197952e+02
0.287363e+03   0.198173e+02
0.289492e+03   0.198390e+02
0.291620e+03   0.198604e+02
0.293748e+03   0.198814e+02
0.295876e+03   0.199021e+02
0.298005e+03   0.199225e+02
0.300134e+03   0.199425e+02
0.302263e+03   0.199622e+02
0.304393e+03   0.199815e+02
0.306522e+03   0.200005e+02
0.308651e+03   0.200190e+02
0.310781e+03   0.200372e+02
0.312911e+03   0.200549e+02
0.315042e+03   0.200723e+02
0.317172e+03   0.200893e+02
0.319302e+03   0.201058e+02
0.321433e+03   0.201219e+02
0.323563e+03   0.201376e+02
0.325694e+03   0.201528e+02
0.327826e+03   0.201676e+02
0.329956e+03   0.201819e+02
0.332088e+03   0.201958e+02
0.334219e+03   0.202091e+02
0.336350e+03   0.202221e+02
0.338482e+03   0.202345e+02
0.340614e+03   0.202464e+02
0.342745e+03   0.202578e+02
0.344878e+03   0.202688e+02
0.347010e+03   0.202793e+02
0.349142e+03   0.202893e+02
0.351274e+03   0.202988e+02
0.353406e+03   0.203078e+02
0.355539e+03   0.203163e+02
0.357671e+03   0.203244e+02
0.359804e+03   0.203320e+02
0.361937e+03   0.203391e+02
0.364069e+03   0.203458e+02
0.366202e+03   0.203520e+02
0.368335e+03   0.203578e+02
0.370468e+03   0.203631e+02
0.372601e+03   0.203679e+02
0.374734e+03   0.203723e+02
0.376867e+03   0.203763e+02
0.379000e+03   0.203799e+02
0.381134e+03   0.203831e+02
0.383267e+03   0.203857e+02
0.385400e+03   0.203880e+02
0.387534e+03   0.203899e+02
0.389667e+03   0.203912e+02
0.391800e+03   0.203921e+02
0.393933e+03   0.203926e+02
