y,U_0,U_1,U_2
1.05506,15.3908,-4.52588e-09,7.85685e-17
1.05706,15.3898,-4.69458e-09,7.96008e-17
1.05906,15.3888,-4.86329e-09,8.06331e-17
1.06106,15.3878,-5.03199e-09,8.16654e-17
1.06306,15.3868,-5.2007e-09,8.26977e-17
1.06507,15.3858,-5.3694e-09,8.373e-17
1.06707,15.3848,-5.53811e-09,8.47623e-17
1.06907,15.3838,-5.70681e-09,8.57946e-17
1.07107,15.3828,-5.87552e-09,8.68269e-17
1.07307,15.3815,-6.07545e-09,8.40861e-17
1.07508,15.3801,-6.28217e-09,8.0525e-17
1.07708,15.3787,-6.4889e-09,7.69639e-17
1.07908,15.3773,-6.69562e-09,7.34029e-17
1.08108,15.3759,-6.89802e-09,7.45902e-17
1.08308,15.3745,-7.09674e-09,7.98225e-17
1.08509,15.3731,-7.29545e-09,8.50548e-17
1.08709,15.3717,-7.49417e-09,9.02871e-17
1.08909,15.3703,-7.69289e-09,9.55194e-17
1.09109,15.3689,-7.88932e-09,1.00437e-16
1.09309,15.3672,-8.06291e-09,1.02206e-16
1.0951,15.3655,-8.2365e-09,1.03974e-16
1.0971,15.3637,-8.41009e-09,1.05743e-16
1.0991,15.362,-8.58368e-09,1.07512e-16
1.1011,15.3603,-8.75728e-09,1.09281e-16
1.1031,15.3586,-8.93087e-09,1.1105e-16
1.10511,15.3569,-9.10446e-09,1.12819e-16
1.10711,15.3552,-9.27805e-09,1.14587e-16
1.10911,15.353,-9.48958e-09,1.09979e-16
1.11111,15.3509,-9.70179e-09,1.05255e-16
1.11311,15.3488,-9.91401e-09,1.00531e-16
1.11512,15.3467,-1.01262e-08,9.58065e-17
1.11712,15.3446,-1.03384e-08,9.10824e-17
1.11912,15.3424,-1.05507e-08,8.63582e-17
1.12112,15.3403,-1.07565e-08,8.33473e-17
1.12312,15.3382,-1.09574e-08,8.16827e-17
1.12513,15.3361,-1.11583e-08,8.0018e-17
1.12713,15.3339,-1.13592e-08,7.83534e-17
1.12913,15.3318,-1.156e-08,7.66887e-17
1.13113,15.3297,-1.17609e-08,7.50241e-17
1.13313,15.3276,-1.19618e-08,7.33594e-17
1.13514,15.3255,-1.21627e-08,7.16948e-17
1.13714,15.3232,-1.23542e-08,7.07058e-17
1.13914,15.3208,-1.25308e-08,7.07898e-17
1.14114,15.3183,-1.27075e-08,7.08739e-17
1.14314,15.3158,-1.28895e-08,7.11759e-17
1.14515,15.3129,-1.31039e-08,7.27856e-17
1.14715,15.3101,-1.33184e-08,7.43952e-17
1.14915,15.3072,-1.35328e-08,7.60049e-17
1.15115,15.3044,-1.37472e-08,7.76146e-17
1.15315,15.3015,-1.39616e-08,7.92242e-17
1.15516,15.2986,-1.41761e-08,8.08339e-17
1.15716,15.2958,-1.43905e-08,8.24436e-17
1.15916,15.2929,-1.46049e-08,8.40532e-17
1.16116,15.29,-1.48107e-08,8.51859e-17
1.16316,15.2872,-1.50101e-08,8.59732e-17
1.16517,15.2843,-1.52096e-08,8.67605e-17
1.16717,15.2815,-1.54091e-08,8.75478e-17
1.16917,15.2786,-1.56086e-08,8.83351e-17
1.17117,15.2757,-1.5808e-08,8.91224e-17
1.17317,15.2729,-1.60075e-08,8.99097e-17
1.17518,15.27,-1.6207e-08,9.0697e-17
1.17718,15.2671,-1.64064e-08,9.14843e-17
1.17918,15.2641,-1.66175e-08,9.21841e-17
1.18118,15.2608,-1.68551e-08,9.26834e-17
1.18318,15.2573,-1.70775e-08,9.23987e-17
1.18519,15.2537,-1.72929e-08,9.17481e-17
1.18719,15.2501,-1.75083e-08,9.10975e-17
1.18919,15.2464,-1.77237e-08,9.0447e-17
1.19119,15.2428,-1.79391e-08,8.97964e-17
1.19319,15.2392,-1.81545e-08,8.91458e-17
1.1952,15.2355,-1.83699e-08,8.84953e-17
1.1972,15.2319,-1.85853e-08,8.78447e-17
1.1992,15.2283,-1.88007e-08,8.71941e-17
1.2012,15.2246,-1.90046e-08,9.00582e-17
1.2032,15.221,-1.9201e-08,9.52653e-17
1.20521,15.2174,-1.93973e-08,1.00472e-16
1.20721,15.2137,-1.95936e-08,1.0568e-16
1.20921,15.2101,-1.979e-08,1.10887e-16
1.21121,15.2065,-1.99863e-08,1.16094e-16
1.21321,15.2028,-2.01826e-08,1.21301e-16
1.21522,15.199,-2.03966e-08,1.24139e-16
1.21722,15.1949,-2.0631e-08,1.24244e-16
1.21922,15.1908,-2.08654e-08,1.24349e-16
1.22122,15.1867,-2.10998e-08,1.24454e-16
1.22322,15.1827,-2.13341e-08,1.24559e-16
1.22523,15.1786,-2.15685e-08,1.24664e-16
1.22723,15.1745,-2.18029e-08,1.24768e-16
1.22923,15.1701,-2.20174e-08,1.207e-16
1.23123,15.1657,-2.22314e-08,1.16534e-16
1.23323,15.1612,-2.24454e-08,1.12369e-16
1.23524,15.1568,-2.26595e-08,1.08203e-16
1.23724,15.1524,-2.28735e-08,1.04038e-16
1.23924,15.1479,-2.30875e-08,9.98719e-17
1.24124,15.1435,-2.32867e-08,1.01226e-16
1.24324,15.1391,-2.34768e-08,1.05963e-16
1.24525,15.1346,-2.36668e-08,1.107e-16
1.24725,15.1302,-2.38569e-08,1.15437e-16
1.24925,15.1258,-2.4047e-08,1.20174e-16
1.25125,15.1211,-2.4261e-08,1.22607e-16
1.25325,15.1162,-2.44894e-08,1.23657e-16
1.25526,15.1113,-2.47177e-08,1.24707e-16
1.25726,15.1064,-2.49461e-08,1.25757e-16
1.25926,15.1015,-2.51745e-08,1.26808e-16
1.26126,15.0967,-2.54029e-08,1.27858e-16
1.26326,15.0918,-2.56313e-08,1.28908e-16
1.26527,15.0869,-2.58596e-08,1.29958e-16
1.26727,15.082,-2.6088e-08,1.31009e-16
1.26927,15.0771,-2.63164e-08,1.32059e-16
1.27127,15.0722,-2.65448e-08,1.33109e-16
1.27327,15.0673,-2.67683e-08,1.33089e-16
1.27528,15.062,-2.6979e-08,1.30215e-16
1.27728,15.0568,-2.71896e-08,1.27341e-16
1.27928,15.0515,-2.74002e-08,1.24467e-16
1.28128,15.0463,-2.75918e-08,1.26915e-16
1.28328,15.0411,-2.77727e-08,1.32358e-16
1.28529,15.0358,-2.79535e-08,1.37801e-16
1.28729,15.0302,-2.81645e-08,1.38642e-16
1.28929,15.0245,-2.83836e-08,1.38228e-16
1.29129,15.0188,-2.86027e-08,1.37814e-16
1.29329,15.0131,-2.88218e-08,1.374e-16
1.2953,15.0074,-2.90409e-08,1.36986e-16
1.2973,15.0017,-2.926e-08,1.36572e-16
1.2993,14.996,-2.94791e-08,1.36158e-16
1.3013,14.9902,-2.96982e-08,1.35744e-16
1.3033,14.9845,-2.99173e-08,1.35329e-16
1.30531,14.9788,-3.01364e-08,1.34915e-16
1.30731,14.9731,-3.03555e-08,1.34501e-16
1.30931,14.9674,-3.05746e-08,1.34087e-16
1.31131,14.9617,-3.07937e-08,1.33673e-16
1.31331,14.956,-3.10128e-08,1.33259e-16
1.31532,14.9503,-3.12319e-08,1.32845e-16
1.31732,14.9446,-3.1451e-08,1.32431e-16
1.31932,14.9387,-3.16617e-08,1.29297e-16
1.32132,14.9326,-3.18416e-08,1.29199e-16
1.32332,14.9261,-3.20452e-08,1.26268e-16
1.32533,14.9195,-3.22508e-08,1.23028e-16
1.32733,14.913,-3.24564e-08,1.19788e-16
1.32933,14.9064,-3.26621e-08,1.16548e-16
1.33133,14.8999,-3.28677e-08,1.13308e-16
1.33333,14.8933,-3.30733e-08,1.10067e-16
1.33534,14.8868,-3.32815e-08,1.06996e-16
1.33734,14.8804,-3.34897e-08,1.03924e-16
1.33934,14.8739,-3.36979e-08,1.00853e-16
1.34134,14.8675,-3.39061e-08,9.77814e-17
1.34334,14.861,-3.41144e-08,9.47099e-17
1.34535,14.8546,-3.43226e-08,9.16384e-17
1.34735,14.8481,-3.45308e-08,8.85669e-17
1.34935,14.8417,-3.4739e-08,8.54954e-17
1.35135,14.8352,-3.49472e-08,8.24239e-17
1.35335,14.8288,-3.51554e-08,7.93523e-17
1.35536,14.8223,-3.53636e-08,7.62808e-17
1.35736,14.8158,-3.55766e-08,7.33406e-17
1.35936,14.8089,-3.58296e-08,7.14944e-17
1.36136,14.802,-3.60469e-08,7.1099e-17
1.36336,14.7951,-3.62476e-08,7.13863e-17
1.36537,14.7878,-3.64393e-08,6.76931e-17
1.36737,14.7805,-3.66295e-08,6.33716e-17
1.36937,14.7732,-3.68198e-08,5.905e-17
1.37137,14.7659,-3.70101e-08,5.47284e-17
1.37337,14.7586,-3.72003e-08,5.04068e-17
1.37538,14.7513,-3.73906e-08,4.60852e-17
1.37738,14.7439,-3.75809e-08,4.17636e-17
1.37938,14.7366,-3.77711e-08,3.7442e-17
1.38138,14.7293,-3.79614e-08,3.31204e-17
1.38338,14.722,-3.81517e-08,2.87988e-17
1.38539,14.7147,-3.83419e-08,2.44772e-17
1.38739,14.7074,-3.85322e-08,2.01556e-17
1.38939,14.7001,-3.87225e-08,1.58341e-17
1.39139,14.6928,-3.89128e-08,1.15125e-17
1.39339,14.6853,-3.91154e-08,6.4669e-18
1.3954,14.6775,-3.93521e-08,-5.57532e-19
1.3974,14.6697,-3.95887e-08,-7.58197e-18
1.3994,14.6619,-3.98253e-08,-1.46064e-17
1.4014,14.6541,-4.00165e-08,-2.25469e-17
1.4034,14.6463,-4.01881e-08,-3.088e-17
1.40541,14.6385,-4.03597e-08,-3.92131e-17
1.40741,14.6307,-4.05313e-08,-4.75462e-17
1.40941,14.6229,-4.07021e-08,-5.48911e-17
1.41141,14.6147,-4.08683e-08,-5.7012e-17
1.41341,14.6065,-4.10345e-08,-5.91329e-17
1.41542,14.5983,-4.12007e-08,-6.12539e-17
1.41742,14.5901,-4.13669e-08,-6.33748e-17
1.41942,14.5819,-4.15331e-08,-6.54958e-17
1.42142,14.5737,-4.16993e-08,-6.76167e-17
1.42342,14.5655,-4.18656e-08,-6.97376e-17
1.42543,14.5573,-4.20318e-08,-7.18586e-17
1.42743,14.5491,-4.2198e-08,-7.39795e-17
1.42943,14.5407,-4.23848e-08,-7.33687e-17
1.43143,14.532,-4.25991e-08,-6.91155e-17
1.43343,14.5233,-4.28135e-08,-6.48623e-17
1.43544,14.5146,-4.30278e-08,-6.06091e-17
1.43744,14.5058,-4.32421e-08,-5.63559e-17
1.43944,14.4971,-4.34564e-08,-5.21028e-17
1.44144,14.4884,-4.36129e-08,-5.09383e-17
1.44344,14.4797,-4.37468e-08,-5.09749e-17
1.44545,14.471,-4.38808e-08,-5.10116e-17
1.44745,14.4623,-4.40147e-08,-5.10483e-17
1.44945,14.4536,-4.41487e-08,-5.10849e-17
1.45145,14.4449,-4.42826e-08,-5.11216e-17
1.45345,14.4362,-4.44166e-08,-5.11583e-17
1.45546,14.4273,-4.45508e-08,-5.05614e-17
1.45746,14.4182,-4.46854e-08,-4.92043e-17
1.45946,14.409,-4.482e-08,-4.78471e-17
1.46146,14.3999,-4.49545e-08,-4.649e-17
1.46346,14.3908,-4.50891e-08,-4.51329e-17
1.46547,14.3814,-4.5253e-08,-4.46219e-17
1.46747,14.3717,-4.54374e-08,-4.47006e-17
1.46947,14.3621,-4.56217e-08,-4.47793e-17
1.47147,14.3524,-4.58061e-08,-4.4858e-17
1.47347,14.3428,-4.59905e-08,-4.49367e-17
1.47548,14.3331,-4.61748e-08,-4.50154e-17
1.47748,14.3235,-4.63592e-08,-4.50941e-17
1.47948,14.3138,-4.65436e-08,-4.51729e-17
1.48148,14.3042,-4.66548e-08,-4.52235e-17
1.48348,14.2945,-4.67404e-08,-4.52642e-17
1.48549,14.2849,-4.6826e-08,-4.5305e-17
1.48749,14.2752,-4.69116e-08,-4.53457e-17
1.48949,14.2656,-4.69971e-08,-4.53865e-17
1.49149,14.2559,-4.70827e-08,-4.54272e-17
1.49349,14.2463,-4.71683e-08,-4.5468e-17
1.4955,14.2366,-4.72539e-08,-4.55087e-17
1.4975,14.227,-4.73394e-08,-4.55495e-17
1.4995,14.2173,-4.7425e-08,-4.55902e-17
1.5015,14.2069,-4.7555e-08,-4.68841e-17
1.5035,14.1963,-4.76999e-08,-4.85957e-17
1.50551,14.1856,-4.78447e-08,-5.03073e-17
1.50751,14.1749,-4.79896e-08,-5.20188e-17
1.50951,14.1643,-4.81344e-08,-5.37304e-17
1.51151,14.1536,-4.82793e-08,-5.5442e-17
1.51351,14.143,-4.84241e-08,-5.71536e-17
1.51552,14.1323,-4.8569e-08,-5.88652e-17
1.51752,14.1217,-4.87138e-08,-6.05768e-17
1.51952,14.111,-4.88587e-08,-6.22884e-17
1.52152,14.1004,-4.89118e-08,-6.43098e-17
1.52352,14.0897,-4.8936e-08,-6.64292e-17
1.52553,14.079,-4.89602e-08,-6.85486e-17
1.52753,14.0684,-4.89844e-08,-7.06679e-17
1.52953,14.0577,-4.90085e-08,-7.27873e-17
1.53153,14.0471,-4.90327e-08,-7.49067e-17
1.53353,14.0364,-4.90569e-08,-7.7026e-17
1.53554,14.0258,-4.90811e-08,-7.91454e-17
1.53754,14.0145,-4.91527e-08,-7.93661e-17
1.53954,14.0033,-4.92291e-08,-7.94007e-17
1.54154,13.992,-4.93054e-08,-7.94352e-17
1.54354,13.9807,-4.93817e-08,-7.94698e-17
1.54555,13.9694,-4.94588e-08,-7.94257e-17
1.54755,13.9577,-4.95525e-08,-7.77302e-17
1.54955,13.9459,-4.96461e-08,-7.60347e-17
1.55155,13.9342,-4.97397e-08,-7.43392e-17
1.55355,13.9224,-4.98334e-08,-7.26437e-17
1.55556,13.9107,-4.9927e-08,-7.09483e-17
1.55756,13.8989,-5.00206e-08,-6.92528e-17
1.55956,13.8872,-5.01143e-08,-6.75573e-17
1.56156,13.8754,-5.00937e-08,-6.6509e-17
1.56356,13.8637,-5.0041e-08,-6.56432e-17
1.56557,13.8519,-4.99883e-08,-6.47775e-17
1.56757,13.8402,-4.99356e-08,-6.39117e-17
1.56957,13.8284,-4.98828e-08,-6.30459e-17
1.57157,13.8166,-4.98338e-08,-6.22465e-17
1.57357,13.8042,-4.98329e-08,-6.23088e-17
1.57558,13.7918,-4.9832e-08,-6.23712e-17
1.57758,13.7793,-4.98312e-08,-6.24335e-17
1.57958,13.7669,-4.98303e-08,-6.24958e-17
1.58158,13.7545,-4.98294e-08,-6.25582e-17
1.58358,13.7421,-4.98285e-08,-6.26205e-17
1.58559,13.7296,-4.98276e-08,-6.26829e-17
1.58759,13.7172,-4.98268e-08,-6.27452e-17
1.58959,13.7048,-4.98259e-08,-6.28076e-17
1.59159,13.6922,-4.98348e-08,-6.29753e-17
1.59359,13.6792,-4.98625e-08,-6.33467e-17
1.5956,13.6663,-4.98903e-08,-6.37182e-17
1.5976,13.6533,-4.9918e-08,-6.40897e-17
1.5996,13.6403,-4.99458e-08,-6.44611e-17
1.6016,13.6274,-4.98325e-08,-6.75358e-17
1.6036,13.6144,-4.96841e-08,-7.12863e-17
1.60561,13.6015,-4.95356e-08,-7.50368e-17
1.60761,13.5883,-4.93986e-08,-7.79194e-17
1.60961,13.5746,-4.92999e-08,-7.7931e-17
1.61161,13.5609,-4.92011e-08,-7.79427e-17
1.61361,13.5472,-4.91023e-08,-7.79543e-17
1.61562,13.5334,-4.90036e-08,-7.7966e-17
1.61762,13.5197,-4.89048e-08,-7.79776e-17
1.61962,13.506,-4.8806e-08,-7.79893e-17
1.62162,13.4923,-4.87072e-08,-7.80009e-17
1.62362,13.4785,-4.86085e-08,-7.80125e-17
1.62563,13.4648,-4.85097e-08,-7.80242e-17
1.62763,13.4511,-4.84109e-08,-7.80358e-17
1.62963,13.4374,-4.83122e-08,-7.80475e-17
1.63163,13.4237,-4.82134e-08,-7.80591e-17
1.63363,13.4099,-4.81146e-08,-7.80708e-17
1.63564,13.3962,-4.80158e-08,-7.80824e-17
1.63764,13.3821,-4.79435e-08,-7.63521e-17
1.63964,13.3678,-4.78863e-08,-7.36263e-17
1.64164,13.3535,-4.76564e-08,-7.45066e-17
1.64364,13.3388,-4.74089e-08,-7.52268e-17
1.64565,13.3236,-4.71924e-08,-7.44764e-17
1.64765,13.3083,-4.6976e-08,-7.3726e-17
1.64965,13.2931,-4.67595e-08,-7.29756e-17
1.65165,13.2779,-4.65431e-08,-7.22252e-17
1.65365,13.2627,-4.63266e-08,-7.14749e-17
1.65566,13.2475,-4.61102e-08,-7.07245e-17
1.65766,13.2322,-4.58937e-08,-6.99741e-17
1.65966,13.217,-4.56773e-08,-6.92237e-17
1.66166,13.2018,-4.54608e-08,-6.84733e-17
1.66366,13.1866,-4.52444e-08,-6.77229e-17
1.66567,13.1714,-4.50279e-08,-6.69725e-17
1.66767,13.1563,-4.4819e-08,-6.62458e-17
1.66967,13.1412,-4.46176e-08,-6.55428e-17
1.67167,13.1262,-4.44162e-08,-6.48398e-17
1.67367,13.1112,-4.42148e-08,-6.41368e-17
1.67568,13.0961,-4.40133e-08,-6.34338e-17
1.67768,13.0811,-4.38119e-08,-6.27308e-17
1.67968,13.0656,-4.36581e-08,-6.22167e-17
1.68168,13.0497,-4.32893e-08,-6.14951e-17
1.68368,13.033,-4.28989e-08,-6.01005e-17
1.68569,13.0162,-4.25104e-08,-5.86616e-17
1.68769,12.9994,-4.21219e-08,-5.72228e-17
1.68969,12.9827,-4.17334e-08,-5.5784e-17
1.69169,12.9659,-4.13449e-08,-5.43452e-17
1.69369,12.9492,-4.09564e-08,-5.29064e-17
1.6957,12.9324,-4.05679e-08,-5.14676e-17
1.6977,12.9156,-4.01794e-08,-5.00288e-17
1.6997,12.8989,-3.97909e-08,-4.859e-17
1.7017,12.8821,-3.94024e-08,-4.71511e-17
1.7037,12.8654,-3.9014e-08,-4.57123e-17
1.70571,12.8486,-3.86255e-08,-4.42735e-17
1.70771,12.8318,-3.8237e-08,-4.28347e-17
1.70971,12.8151,-3.78485e-08,-4.13959e-17
1.71171,12.7983,-3.746e-08,-3.99571e-17
1.71371,12.7815,-3.70715e-08,-3.85183e-17
1.71572,12.764,-3.6705e-08,-3.66682e-17
1.71772,12.7462,-3.63474e-08,-3.46536e-17
1.71972,12.7283,-3.59898e-08,-3.26391e-17
1.72172,12.7105,-3.53125e-08,-2.76346e-17
1.72372,12.6927,-3.45831e-08,-2.21435e-17
1.72573,12.6748,-3.38537e-08,-1.66523e-17
1.72773,12.6568,-3.3177e-08,-1.17416e-17
1.72973,12.6379,-3.26796e-08,-8.80444e-18
1.73173,12.619,-3.21821e-08,-5.86725e-18
1.73373,12.6001,-3.16847e-08,-2.93006e-18
1.73574,12.5813,-3.11873e-08,7.12342e-21
1.73774,12.5624,-3.06898e-08,2.94431e-18
1.73974,12.5435,-3.01924e-08,5.8815e-18
1.74174,12.5246,-2.9695e-08,8.81868e-18
1.74374,12.5058,-2.91976e-08,1.17559e-17
1.74575,12.4869,-2.87001e-08,1.46931e-17
1.74775,12.468,-2.82027e-08,1.76302e-17
1.74975,12.4491,-2.77053e-08,2.05674e-17
1.75175,12.4291,-2.746e-08,1.98285e-17
1.75375,12.4089,-2.72507e-08,1.85644e-17
1.75576,12.3887,-2.70415e-08,1.73002e-17
1.75776,12.3685,-2.68322e-08,1.60361e-17
1.75976,12.3483,-2.66229e-08,1.4772e-17
1.76176,12.3281,-2.60347e-08,1.8615e-17
1.76376,12.3079,-2.53947e-08,2.31544e-17
1.76577,12.2877,-2.47548e-08,2.76939e-17
1.76777,12.2675,-2.41148e-08,3.22333e-17
1.76977,12.2472,-2.34749e-08,3.67728e-17
1.77177,12.227,-2.28349e-08,4.13122e-17
1.77377,12.2061,-2.20422e-08,4.39081e-17
1.77578,12.1846,-2.11099e-08,4.47295e-17
1.77778,12.163,-2.01775e-08,4.55509e-17
1.77978,12.1414,-1.92452e-08,4.63723e-17
1.78178,12.1199,-1.83129e-08,4.71936e-17
1.78378,12.0983,-1.73806e-08,4.8015e-17
1.78579,12.0767,-1.64248e-08,4.86303e-17
1.78779,12.0534,-1.48352e-08,4.36795e-17
1.78979,12.0301,-1.32456e-08,3.87288e-17
1.79179,12.0068,-1.1656e-08,3.37781e-17
1.79379,11.9835,-1.00663e-08,2.88274e-17
1.7958,11.9602,-8.47672e-09,2.38767e-17
1.7978,11.9369,-6.88709e-09,1.8926e-17
1.7998,11.9136,-5.29747e-09,1.39753e-17
1.8018,11.8903,-3.30094e-09,9.80605e-18
1.8038,11.867,-1.2592e-09,5.72365e-18
1.80581,11.8437,7.82535e-10,1.64126e-18
1.80781,11.8205,2.82427e-09,-2.44114e-18
1.80981,11.7972,4.86601e-09,-6.52354e-18
1.81181,11.7739,6.90775e-09,-1.06059e-17
1.81381,11.7506,8.94949e-09,-1.46883e-17
1.81582,11.7273,1.09912e-08,-1.87707e-17
1.81782,11.704,1.3033e-08,-2.28531e-17
1.81982,11.6792,1.42693e-08,-2.44754e-17
1.82182,11.6535,1.5069e-08,-2.46988e-17
1.82382,11.626,1.48148e-08,-2.14364e-17
1.82583,11.5985,1.45606e-08,-1.81739e-17
1.82783,11.5709,1.43064e-08,-1.49115e-17
1.82983,11.5434,1.40522e-08,-1.16491e-17
1.83183,11.5159,1.3798e-08,-8.38669e-18
1.83383,11.4884,1.35438e-08,-5.12427e-18
1.83584,11.4608,1.32896e-08,-1.86186e-18
1.83784,11.4333,1.30354e-08,1.40056e-18
1.83984,11.4058,1.27812e-08,4.66298e-18
1.84184,11.3782,1.30285e-08,6.70873e-18
1.84384,11.3507,1.33195e-08,8.64868e-18
1.84585,11.3232,1.36105e-08,1.05886e-17
1.84785,11.2956,1.39014e-08,1.25286e-17
1.84985,11.2681,1.41924e-08,1.44685e-17
1.85185,11.2406,1.44833e-08,1.64085e-17
1.85385,11.213,1.47743e-08,1.83484e-17
1.85586,11.1855,1.50652e-08,2.02884e-17
1.85786,11.1567,1.59056e-08,2.12734e-17
1.85986,11.1256,1.77349e-08,2.05397e-17
1.86186,11.0945,1.95641e-08,1.98059e-17
1.86386,11.063,2.1423e-08,1.87343e-17
1.86587,11.0291,2.35129e-08,1.5027e-17
1.86787,10.9952,2.56027e-08,1.13198e-17
1.86987,10.9613,2.76926e-08,7.6126e-18
1.87187,10.9274,2.97824e-08,3.90537e-18
1.87387,10.8935,3.18723e-08,1.98145e-19
1.87588,10.8596,3.39622e-08,-3.50908e-18
1.87788,10.8256,3.6052e-08,-7.2163e-18
1.87988,10.7917,3.81419e-08,-1.09235e-17
1.88188,10.7578,4.05866e-08,-1.45146e-17
1.88388,10.7239,4.30539e-08,-1.80983e-17
1.88589,10.69,4.55213e-08,-2.16819e-17
1.88789,10.6561,4.79886e-08,-2.52656e-17
1.88989,10.6222,5.0456e-08,-2.88492e-17
1.89189,10.5883,5.29233e-08,-3.24329e-17
1.89389,10.5511,5.46803e-08,-3.42756e-17
1.8959,10.5108,5.5776e-08,-3.44974e-17
1.8979,10.4706,5.68716e-08,-3.47192e-17
1.8999,10.4304,5.79672e-08,-3.49411e-17
1.9019,10.3902,5.90629e-08,-3.51629e-17
1.9039,10.3499,6.01585e-08,-3.53847e-17
1.90591,10.3097,6.12541e-08,-3.56065e-17
1.90791,10.2695,6.23498e-08,-3.58283e-17
1.90991,10.2272,6.31468e-08,-3.53775e-17
1.91191,10.182,6.35124e-08,-3.39553e-17
1.91391,10.1368,6.3878e-08,-3.2533e-17
1.91592,10.0916,6.42436e-08,-3.11107e-17
1.91792,10.0465,6.46093e-08,-2.96884e-17
1.91992,10.0013,6.49749e-08,-2.82661e-17
1.92192,9.95607,6.61655e-08,-2.80333e-17
1.92392,9.91088,6.73905e-08,-2.78501e-17
1.92593,9.86569,6.86154e-08,-2.76668e-17
1.92793,9.8205,6.98404e-08,-2.74836e-17
1.92993,9.76118,6.81476e-08,-2.68284e-17
1.93193,9.69516,6.50727e-08,-2.59495e-17
1.93393,9.62914,6.19978e-08,-2.50707e-17
1.93594,9.56313,5.89229e-08,-2.41918e-17
1.93794,9.49711,5.5848e-08,-2.3313e-17
1.93994,9.43109,5.27731e-08,-2.24342e-17
1.94194,9.36507,4.96982e-08,-2.15553e-17
1.94394,9.29906,4.66233e-08,-2.06765e-17
1.94595,9.23304,4.35483e-08,-1.97976e-17
1.94795,9.16702,4.04734e-08,-1.89188e-17
1.94995,9.101,3.73985e-08,-1.804e-17
1.95195,9.03498,3.43236e-08,-1.71611e-17
1.95395,8.96897,3.12487e-08,-1.62823e-17
1.95596,8.89142,2.54266e-08,-1.48937e-17
1.95796,8.80904,1.84524e-08,-1.32915e-17
1.95996,8.72665,1.14783e-08,-1.16892e-17
1.96196,8.64427,4.25749e-09,-1.07109e-17
1.96396,8.56189,-2.96833e-09,-9.74534e-18
1.96597,8.14646,-3.93533e-09,-9.13898e-18
1.96797,7.66725,-3.70384e-09,-8.60139e-18
1.96997,7.18805,-3.47235e-09,-8.0638e-18
1.97197,6.70885,-3.24086e-09,-7.52622e-18
1.97397,6.22964,-3.00937e-09,-6.98863e-18
1.97598,5.75044,-2.77788e-09,-6.45104e-18
1.97798,5.27124,-2.54639e-09,-5.91346e-18
1.97998,4.79203,-2.3149e-09,-5.37587e-18
1.98198,4.31283,-2.08341e-09,-4.83828e-18
1.98398,3.83363,-1.85192e-09,-4.30069e-18
1.98599,3.35442,-1.62043e-09,-3.76311e-18
1.98799,2.87522,-1.38894e-09,-3.22552e-18
1.98999,2.39602,-1.15745e-09,-2.68793e-18
1.99199,1.91681,-9.25961e-10,-2.15035e-18
1.99399,1.43761,-6.94471e-10,-1.61276e-18
1.996,0.958407,-4.6298e-10,-1.07517e-18
1.998,0.479203,-2.3149e-10,-5.37587e-19
2,0,0,0
